dec 20/15:20:50.478 DEBUG2 : 		

StartSession()

dec 20/15:20:50.478 INFO   : Debug Log(info): Loading the I-jet driver
dec 20/15:20:56.800 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x100b90e0 (269193440)
dec 20/15:20:56.800 INFO   : Debug Log(info): Target reset
dec 20/15:20:56.800 DEBUG2 : 		>Calling _ExecDeviceReset
dec 20/15:20:56.800 DEBUG2 : 		<Call to _ExecDeviceReset completed successfully
dec 20/15:20:56.800 DEBUG2 : 		<Call to execUserReset: macro undefined
dec 20/15:20:56.800 DEBUG2 : 		SetCodeBreak(<0:0x100b1ef8>, 1 units, 'Stack window trigger')
dec 20/15:20:56.800 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x100b1ef8, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
dec 20/15:20:56.800 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x100b1ef8, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:56.816 DEBUG2 : 		-> SetupTrace()
dec 20/15:20:56.816 DEBUG2 : 		-> AcquireXTrace()
dec 20/15:20:56.816 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigXTrace')
dec 20/15:20:56.816 DEBUG2 : 		  ISigAPI::CreateInstance('ISigXTrace')
dec 20/15:20:56.816 DEBUG2 : 		<- AcquireXTrace()
dec 20/15:20:56.816 DEBUG2 : 		  ISigXTrace::LinkAttach('SigTerminalLog',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigXTrace::LinkAttach('ISigXTraceClient',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigXTrace::LinkAttach('SigEmu',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigXTrace::LinkAttach('SigProbe',...)
dec 20/15:20:56.816 DEBUG2 : 		-> SetupLowLevelTrace()
dec 20/15:20:56.816 DEBUG2 : 		  ISigXTrace::Init('SWO,ETB')
dec 20/15:20:56.816 INFO   : Debug Log(info): INFO: Configuring trace using 'None' setting...

dec 20/15:20:56.816 INFO   : INFO: Configuring trace using 'None' setting...

dec 20/15:20:56.816 INFO   : Debug Log(info): INFO: Trace 'None' mode is used - trace is disabled.

dec 20/15:20:56.816 INFO   : INFO: Trace 'None' mode is used - trace is disabled.

dec 20/15:20:56.816 DEBUG2 : 		  ISigXTrace::TraceInfo(...) -> NULL (no trace)
dec 20/15:20:56.816 DEBUG2 : 		  ISigAPI::ReleaseInstance(sigXTrace)
dec 20/15:20:56.816 DEBUG2 : 		<- SetupLowLevelTrace()
dec 20/15:20:56.816 DEBUG2 : 		-> AcquireSWOInterface()
dec 20/15:20:56.816 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigSWO')
dec 20/15:20:56.816 DEBUG2 : 		  ISigSWO::LinkAttach('SigEmu',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigSWO::LinkAttach('SigTerminalLog',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigSWO::Init('')
dec 20/15:20:56.816 ERROR  : ISigSWO::Init() failed
dec 20/15:20:56.816 DEBUG2 : 		<- AcquireSWOInterface()
dec 20/15:20:56.816 DEBUG2 : 		-> CreateSigChanInterface()
dec 20/15:20:56.816 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigChan')
dec 20/15:20:56.816 DEBUG2 : 		<- CreateSigChanInterface()
dec 20/15:20:56.816 DEBUG2 : 		-> SetupSigChanInterface()
dec 20/15:20:56.816 DEBUG2 : 		  ISigChan::LinkAttach('SigEmu',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigChan::LinkAttach('SigTerminalLog',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigChan::LinkAttach('SigXTrace',...)
dec 20/15:20:56.816 DEBUG2 : 		  ISigChan::Init('null')
dec 20/15:20:56.816 DEBUG2 : 		  ISigChan::AcquireInterface('ISigChanReader')
dec 20/15:20:56.816 DEBUG2 : 		  ISigChanReader::GotoBegin()
dec 20/15:20:56.816 DEBUG2 : 		<- SetupSigChanInterface()
dec 20/15:20:56.831 DEBUG2 : 		ISigA2d::ChanCnt(0) = 1
dec 20/15:20:56.831 DEBUG2 : 		ISigA2d::ChanName(0) = ITrgPwr
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::ChanAttr(0) = 311a1
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::ChanUnit(0) = 1
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::ChanMax(0) = 700000
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::ChanOffset(0) = 0
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::ChanOffset(0) = 12
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::ChanID(0) = 0x200
dec 20/15:20:56.831 INFO   : Debug Log(info): INFO: Cannot measure current when I-jet is not powering the target.

dec 20/15:20:56.831 INFO   : INFO: Cannot measure current when I-jet is not powering the target.

dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::StreamAdd(0) = -4 [TdJetPower::SendLogsForId(0)]
dec 20/15:20:56.831 DEBUG2 : 		ISigA2D::StreamEnumFreq(0,0) = 200000
dec 20/15:20:56.831 DEBUG2 : 		<- SetupTrace()
dec 20/15:20:56.831 DEBUG2 : 		-> SetupProfiling()
dec 20/15:20:56.831 DEBUG2 : 		<- SetupProfiling()
dec 20/15:20:56.831 INFO   : Debug Log(info): Failed to enable illegal breakpoint definition '{C:\T2G_Sample_Driver_Library_8.1.0\tviic2d4m\src\main_cm7_0.c}.0.1'
dec 20/15:20:56.831 DEBUG2 : 		SetCodeBreak(<0:0x100b1f56>, 1 units, 'Code @ main_cm7_0.c:522.5, type: default (auto) ')
dec 20/15:20:56.831 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x100b1f56, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
dec 20/15:20:56.831 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x100b1f56, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:56.831 INFO   : Debug Log(warning): One or more breakpoints could not be set and have been disabled.
dec 20/15:20:59.356 DEBUG2 : 		SetCodeBreak(<9:0xf000000000000000>, 1 units, 'C-SPY Terminal I/O && library support module')
dec 20/15:20:59.356 DEBUG2 : 		>Calling _ExecDeviceSetup
dec 20/15:20:59.356 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40240000, 4 bytes [by 4] = [ 01 00 01 01 ])
dec 20/15:20:59.356 DEBUG2 : 		<Call to _ExecDeviceSetup completed successfully
dec 20/15:20:59.356 DEBUG2 : 		<Call to execUserSetup: macro undefined
dec 20/15:20:59.373 INFO   : Debug Log(warning): There was 1 warning during the initialization of the debugging session.
dec 20/15:20:59.404 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:59.404 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:59.404 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x100b90e0 (269193440)
dec 20/15:20:59.404 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x100b90e0, 2 bytes [by 2] = [ 72 b6 ])
dec 20/15:20:59.404 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
dec 20/15:20:59.404 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
dec 20/15:20:59.404 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
dec 20/15:20:59.404 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:59.404 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:59.421 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x100b1ef8 (269164280)
dec 20/15:20:59.421 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:59.421 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:59.421 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 4 polls in 0.001s
dec 20/15:20:59.421 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
dec 20/15:20:59.421 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
dec 20/15:20:59.436 DEBUG2 : 		  ISigChan::Stop()
dec 20/15:20:59.436 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x100b1ef8, 2 bytes [by 2] = [ 10 b5 ])
dec 20/15:20:59.436 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x100b1ef8, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:59.436 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:59.436 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:59.436 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:59.436 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xa0815eb
dec 20/15:20:59.436 DEBUG2 : 		ClearCodeBreak(<0:0x100b1ef8>, 1 units)
dec 20/15:20:59.436 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x100b1ef8)
dec 20/15:20:59.436 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x100ba013 (269197331)
dec 20/15:20:59.436 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
dec 20/15:20:59.436 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x2805fff8 (671481848)
dec 20/15:20:59.499 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x4000001 (67108865)
dec 20/15:21:08.360 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28056800, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:21:08.533 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28056400, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:21:10.647 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:21:10.647 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:21:10.647 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x100b1ef8 (269164280)
dec 20/15:21:10.647 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x100b1ef8, 2 bytes [by 2] = [ 10 b5 ])
dec 20/15:21:10.647 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
dec 20/15:21:10.647 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
dec 20/15:21:10.647 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
dec 20/15:21:10.647 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:21:10.647 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:21:11.684 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x100b1f56 (269164374)
dec 20/15:21:11.684 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:21:11.684 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:21:11.684 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2443 polls in 1.014s
dec 20/15:21:11.684 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
dec 20/15:21:11.684 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
dec 20/15:21:11.700 DEBUG2 : 		  ISigChan::Stop()
dec 20/15:21:11.700 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x100b1f56, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:21:11.700 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x100b1f56, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:21:11.700 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:21:11.700 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:21:11.700 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:21:11.700 INFO   : Debug Log(info): Breakpoint hit: Code @ main_cm7_0.c:522.5, type: default (auto) 
dec 20/15:21:11.700 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x18569b91
dec 20/15:21:11.700 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x100b1835 (269162549)
dec 20/15:21:11.700 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x41000000 (1090519040)
dec 20/15:21:11.700 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x2805fff0 (671481840)
dec 20/15:21:11.764 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x4000000 (67108864)
dec 20/15:21:11.765 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2805fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:21:11.780 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28056800, 512 bytes [by 0] = [ 00 1c 4e 0e 00 1c 4e 0e ... ])
dec 20/15:21:11.780 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28056400, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:21:15.926 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:21:15.926 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:21:15.926 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x100b1f56 (269164374)
dec 20/15:21:15.926 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x100b1f56, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:21:15.926 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
dec 20/15:21:15.926 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
dec 20/15:21:15.926 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
dec 20/15:21:15.926 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:21:15.926 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:22:14.036 DEBUG2 : 		LowLevelStop(0): mStoppedByLowLevelStop[0] = true
dec 20/15:22:14.051 DEBUG2 : 		LowLevelGo(core 0): Stop requested by stop flag
dec 20/15:22:14.051 DEBUG2 : 		LowLevelGo(core 0): ISigChan::Stop()
dec 20/15:22:14.051 DEBUG2 : 		Core 0: LowLevelGo(core 0) [multi = false]: ISigEmu::CpuStop()
dec 20/15:22:14.052 DEBUG2 : 		-> WaitForCpuToStop(core 0)
dec 20/15:22:14.052 DEBUG2 : 		LowLevelGo(core 0): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:22:14.052 DEBUG2 : 		<- WaitForCpuToStop(core 0)
dec 20/15:22:14.052 DEBUG2 : 		LowLevelGo(core 0): WaitForCpuToStop(0) returned waitRes = 0
dec 20/15:22:14.052 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:22:14.052 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 6055 polls in 58.106s
dec 20/15:22:14.052 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
dec 20/15:22:14.052 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
dec 20/15:22:14.052 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x100b1b5e (269163358)
dec 20/15:22:14.052 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x100b1b5e, 2 bytes [by 2] = [ 9a f8 ])
dec 20/15:22:14.052 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:22:14.052 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:22:14.052 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 1
dec 20/15:22:14.052 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x557ce679
dec 20/15:22:14.052 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x100b5951 (269179217)
dec 20/15:22:14.052 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
dec 20/15:22:14.067 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x2805ff98 (671481752)
dec 20/15:22:14.130 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x4000000 (67108864)
dec 20/15:22:14.130 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2805fe00, 512 bytes [by 0] = [ cc 09 9a c9 ef db 08 06 ... ])
dec 20/15:22:14.145 DEBUG2 : 		-> AboutToStopSession()
dec 20/15:22:14.161 DEBUG2 : 		  Exiting SWO reading thread
dec 20/15:22:14.161 DEBUG2 : 		<- AboutToStopSession()
dec 20/15:22:14.161 DEBUG2 : 		<Call to _ExecDeviceExit: macro undefined
dec 20/15:22:14.161 DEBUG2 : 		<Call to execUserExit: macro undefined
dec 20/15:22:14.161 INFO   : Debug Log(warning): Beware! Breakpoints were moved!
dec 20/15:22:14.161 DEBUG2 : 		ClearCodeBreak(<0:0x100b1f56>, 1 units)
dec 20/15:22:14.161 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x100b1f56)
dec 20/15:22:14.177 DEBUG2 : 		-> PrepareStopSession()
dec 20/15:22:14.554 DEBUG2 : 		<- PrepareStopSession()
dec 20/15:22:14.554 DEBUG2 : 		ClearCodeBreak(<9:0xf000000000000000>, 1 units)
dec 20/15:22:14.554 DEBUG2 : 		StopGui()
dec 20/15:22:14.649 DEBUG2 : 		-> StopSession()
dec 20/15:22:14.680 DEBUG2 : 		-> TerminateHardware()
dec 20/15:22:14.680 DEBUG2 : 		  ISigEmu::ReleaseInterface(pcSampler)
dec 20/15:22:14.680 DEBUG2 : 		  ISigEmu::ReleaseInterface(sigWpt)
dec 20/15:22:14.680 DEBUG2 : 		  ISigEmu::ReleaseInterface(sigVect)
dec 20/15:22:14.680 DEBUG2 : 		  ISigEmu::IceTerm()
dec 20/15:22:14.680 DEBUG2 : 		  ISigChan::ReleaseInterface(chanReader)
dec 20/15:22:14.680 DEBUG2 : 		  ISigChan::Term()
dec 20/15:22:14.680 DEBUG2 : 		  ISigA2D::Term()
dec 20/15:22:14.680 DEBUG2 : 		  ISigProbe::ReleaseInterface(sigA2D)
dec 20/15:22:14.680 DEBUG2 : 		Core 0: sigEmu->LinkAttach(ISigProbe)
dec 20/15:22:14.680 DEBUG2 : 		  ISigApi::ReleaseInstance(sigEmu)
dec 20/15:22:14.696 DEBUG2 : 		  SigAPITerm()
dec 20/15:22:14.696 DEBUG2 : 		<- TerminateHardware()
dec 20/15:22:14.696 DEBUG2 : 		<- StopSession()
dec 20/15:22:14.696 DEBUG2 : 		-> ~TdJetDriver()
dec 20/15:22:14.696 DEBUG2 : 		-> TerminateHardware()
dec 20/15:22:14.696 DEBUG2 : 		<- TerminateHardware()
